User ID,User Name,Gender,Age Group,Country,Course ID,Course Name,Category,Enrollment Date,Completion Date,Completion Status,Course Rating,Time Spent (hrs),Final Score (%)
09b8ae22-6463-4781-8060-89c1812d718a,David Johnson,Male,35-44,Australia,C1027,Design Course 8,Design,10/29/2023,,In Progress,,7.9,
546cbf9d-86ea-4136-88f6-017d65b790d9,Brooke George,Other,55+,Australia,C1019,Technology Course 10,Finance,6/4/2023,7/18/2023,Completed,3,18.5,72.6
486eb6d7-6b5f-4dd2-8ec5-34aa429129b8,Amanda Lewis,Female,18-24,Australia,C1017,Technology Course 8,Design,3/1/2024,,In Progress,,2.83,
c337d2b1-71c5-4373-a9b6-bd46c2049eef,Lauren Wright,Male,35-44,India,C1015,Technology Course 6,Business,8/22/2023,,Dropped,,0.8,
71e71ffc-d693-4b2f-89ff-c8b0f9f33595,Ruben Pollard,Male,45-54,USA,C1005,Business Course 6,Business,12/27/2023,,In Progress,,25.91,
b03c2d7f-9189-4551-b6a1-62d98cfde32b,Lisa Diaz,Other,25-34,USA,C1017,Technology Course 8,Design,5/22/2023,8/20/2023,Completed,1,28.98,74.44
f8aa1b2a-fbe0-4f2f-8703-808a4fc3504d,Joseph Gibson,Other,45-54,Canada,C1043,Finance Course 4,Marketing,9/3/2023,10/8/2023,Completed,3,3,78.26
1574bc66-68da-438d-a549-f1d22076aaa4,Karen Boyd,Male,18-24,USA,C1011,Technology Course 2,Technology,8/19/2023,9/25/2023,Completed,2,22.45,80.98
26e80717-638a-4c31-ba41-46ae3224a0ad,Matthew Anderson,Other,18-24,Germany,C1039,Marketing Course 10,Finance,3/28/2025,4/13/2025,Completed,2,13.75,90.96
d47b217d-7c5a-4ddd-8853-70d41c3d3b7a,Steven Blair,Female,35-44,Australia,C1023,Design Course 4,Marketing,5/22/2023,7/28/2023,Completed,4,20.61,69.15
d49646a8-250b-4bd7-8b11-f802b648dee3,Matthew Williams,Female,35-44,Canada,C1023,Design Course 4,Marketing,3/23/2024,,In Progress,,26.03,
6d6ff4f1-0f13-4946-ac06-80b945d13cee,Tonya Greer,Male,45-54,UK,C1034,Marketing Course 5,Finance,1/17/2024,,In Progress,,27.53,
51548316-0a8f-457a-bb9f-110fe8bb4351,Jacqueline Garcia DDS,Female,18-24,India,C1035,Marketing Course 6,Business,10/24/2023,,Dropped,,3.48,
ea21c1c0-65cf-4d4f-8b71-5fbca737b492,Peter Anderson,Other,45-54,Canada,C1038,Marketing Course 9,Marketing,2/29/2024,,Dropped,,2.14,
fddb1f51-fad5-49df-8bf9-2f8029666b46,Matthew Mccarty,Male,18-24,Germany,C1026,Design Course 7,Technology,6/26/2024,9/24/2024,Completed,2,28.63,97.51
93c76881-5a3d-431a-9e27-cfc09a338c73,Steven Mccormick,Male,45-54,Germany,C1023,Design Course 4,Marketing,10/5/2024,10/23/2024,Completed,3,24.67,61.33
3e58d879-9aef-4ab5-a4bb-883374d4a350,Cassandra Jones,Male,55+,USA,C1017,Technology Course 8,Design,6/3/2024,6/10/2024,Completed,1,20.21,87.69
aa756129-3512-411d-b037-baa6c8575669,Kathleen Mccoy,Other,45-54,India,C1039,Marketing Course 10,Finance,1/8/2025,,In Progress,,16.16,
ea304a46-e91a-4a5e-9231-82eeebf604ba,Jill Roberson,Male,45-54,Germany,C1012,Technology Course 3,Design,12/29/2023,,In Progress,,23.6,
8371b2e8-10c9-497d-b1d2-80a07f1c4c3f,Jason Lewis,Male,18-24,UK,C1010,Technology Course 1,Business,12/5/2023,,Dropped,,4.07,
274603ec-b0f8-4c1a-a266-5e72c4d65deb,Ashley Walsh,Other,45-54,UK,C1022,Design Course 3,Design,3/3/2025,5/9/2025,Completed,4,16.8,87.6
1e86481e-6400-406f-8496-a9c1b9f86ec4,Kristine Harris,Male,35-44,UK,C1042,Finance Course 3,Design,8/18/2024,,Dropped,,2.06,
6e9b1e14-f945-4e63-bb76-571bb195fb1a,Michelle Flores,Other,18-24,Canada,C1014,Technology Course 5,Finance,7/24/2024,10/8/2024,Completed,3,20.58,76.79
89b267df-df4e-4d25-abeb-e20c14a372cc,Jennifer Lawson,Other,18-24,Australia,C1040,Finance Course 1,Business,9/21/2024,12/11/2024,Completed,2,26.07,61.85
c2b174b5-0ce7-43a2-92a1-5d250b5d3791,Kenneth White,Female,35-44,USA,C1019,Technology Course 10,Finance,1/17/2024,2/3/2024,Completed,1,6.15,92.95
00e6f3f9-dc32-40e8-b819-b178aa30e2fe,Theresa Hansen,Male,35-44,Canada,C1046,Finance Course 7,Technology,1/7/2025,,Dropped,,3.91,
001aedd8-c501-4b18-900f-42112a0adaed,Mrs. Katie Daniels,Other,55+,Australia,C1023,Design Course 4,Marketing,4/27/2025,,In Progress,,13.87,
3c2d5ee1-e224-4452-894c-09c9bca14b51,Jo Mccall,Female,18-24,Germany,C1014,Technology Course 5,Finance,7/1/2024,9/18/2024,Completed,2,19.33,63.97
f9e3b636-fbb1-4cf9-8b56-45194444307b,Raymond Martinez,Male,18-24,India,C1012,Technology Course 3,Design,7/13/2024,9/26/2024,Completed,5,19.98,78.54
6856c358-ad68-40a0-ad45-201f29515d5f,Ryan Mclean,Male,55+,India,C1042,Finance Course 3,Design,11/28/2023,,In Progress,,22.38,
96e59b89-96e0-4b62-b3c4-ebe516f0b48c,Brittany Vance,Male,45-54,Australia,C1036,Marketing Course 7,Technology,5/10/2025,,In Progress,,12.71,
979a04e2-a4fb-42cb-ab1d-6df4a6bd2a70,Renee Johns,Female,18-24,Canada,C1001,Business Course 2,Technology,2/13/2025,4/29/2025,Completed,4,26.22,70.63
e41f6888-57f1-4aa2-800a-a8af25d58e6a,Cynthia Nash,Female,25-34,UK,C1030,Marketing Course 1,Business,9/15/2023,,In Progress,,16.85,
67e345f7-369e-4ddb-9b80-09b218979fd0,Laura Beck,Male,35-44,Canada,C1035,Marketing Course 6,Business,5/7/2024,6/1/2024,Completed,4,29.66,85.52
f4724dc8-cb9e-4ab6-a469-2170776d40cf,Nicole Williams MD,Other,45-54,USA,C1022,Design Course 3,Design,3/31/2025,6/29/2025,Completed,2,2.26,65.24
ef6afb6f-5a12-42d1-84ae-58c4d17d2161,Nathan Espinoza,Other,55+,Germany,C1033,Marketing Course 4,Marketing,3/17/2025,6/12/2025,Completed,2,18.7,94.72
98ab0464-20f0-435b-a369-e2817ee57f83,Tina Duke,Other,55+,Germany,C1023,Design Course 4,Marketing,8/31/2024,9/25/2024,Completed,5,20.95,79.52
76e091f7-2bbf-4b1f-8ed1-a7a951b9deaa,Nicole Green,Male,35-44,Canada,C1003,Business Course 4,Marketing,12/14/2023,1/22/2024,Completed,2,26.58,85.92
929e8671-c632-4322-97bb-f2706c32cd70,Vanessa Salinas,Other,55+,Germany,C1026,Design Course 7,Technology,8/25/2024,10/13/2024,Completed,5,16.59,65.25
e1fcb0f2-99ea-4b09-9995-b61c5ce05a3a,Terry Wolfe,Female,25-34,India,C1003,Business Course 4,Marketing,8/30/2023,,In Progress,,3.9,
5ff1ffe8-631a-4d20-b90a-cac83285ddd5,Michael Mcclain,Male,25-34,India,C1031,Marketing Course 2,Technology,7/18/2023,9/14/2023,Completed,3,7.51,99.72
33104b09-061e-4df7-bf6d-89621d9f9632,Alejandra Long,Male,18-24,UK,C1000,Business Course 1,Business,12/10/2023,,In Progress,,20.99,
00748810-b40a-45e6-a06b-f993012cb482,Joseph Powell,Female,55+,Canada,C1025,Design Course 6,Business,8/7/2023,10/10/2023,Completed,3,27.92,79.14
dbc564d6-54a7-41e9-9b25-2db9529527ba,Stephen Ayers,Female,25-34,Canada,C1029,Design Course 10,Finance,7/31/2024,9/28/2024,Completed,1,4.31,63.78
67585faa-3e5e-4a20-850d-52300c508bd7,Kimberly Frey,Other,18-24,India,C1040,Finance Course 1,Business,8/9/2024,11/5/2024,Completed,5,23.53,78.59
8fc3a8aa-240f-4223-8619-12e6f4906145,Mrs. Hannah Ruiz,Other,55+,Canada,C1048,Finance Course 9,Marketing,5/6/2025,,Dropped,,2.97,
436efb15-09c7-4655-be03-9fff0163a349,Brandon Watson,Male,25-34,Germany,C1002,Business Course 3,Design,7/20/2024,,Dropped,,1.06,
c13a19de-347f-448a-8086-ddbf7c0aaf12,Dustin Wallace,Male,55+,UK,C1029,Design Course 10,Finance,5/12/2025,7/2/2025,Completed,4,14.53,75.95
eae6fde3-1655-4ec8-92fc-e42e53156531,Michael Miller,Male,25-34,UK,C1017,Technology Course 8,Design,1/1/2025,1/6/2025,Completed,5,14.43,92.07
6363f3bf-887b-4cca-99b1-08a8fe6bce2c,Debra Lopez,Male,55+,UK,C1013,Technology Course 4,Marketing,7/4/2023,,Dropped,,3.06,
a83bf7d4-9e97-4167-8d0e-2c87ff2cd270,Dustin Bowers,Other,45-54,Germany,C1016,Technology Course 7,Technology,7/29/2024,9/12/2024,Completed,3,19.62,76.75
0c1132ca-af9d-438a-a175-dcae7efee558,Miguel Wolf,Female,25-34,India,C1013,Technology Course 4,Marketing,10/24/2023,1/4/2024,Completed,5,9.27,92.2
36969df5-9311-40b6-811b-a007f48eb2c8,Catherine Anderson,Male,25-34,India,C1019,Technology Course 10,Finance,11/18/2024,,In Progress,,17.82,
477eccc4-feac-4776-9efc-81746644e910,Linda Moore,Other,45-54,USA,C1006,Business Course 7,Technology,2/26/2024,5/18/2024,Completed,3,2.84,95.57
dd9f7ab7-72a4-4449-9748-fe048e943259,Sarah Hamilton,Male,35-44,UK,C1041,Finance Course 2,Technology,6/14/2024,8/27/2024,Completed,4,25.13,61.15
955c932b-cc93-490a-892f-68432e53c690,Christina Kirby,Male,45-54,Australia,C1026,Design Course 7,Technology,1/17/2025,4/10/2025,Completed,4,20.5,79.61
af2e68a2-c25c-4ae5-9cf2-2054860e7caa,Dawn Zuniga,Female,55+,Germany,C1040,Finance Course 1,Business,1/31/2024,3/23/2024,Completed,2,18.37,63.55
88bdbf46-bd34-41e1-a57b-d79d7b2b3909,Danielle Welch PhD,Female,18-24,UK,C1019,Technology Course 10,Finance,5/15/2024,,Dropped,,4.92,
1a1e2350-6286-4413-8f45-6fb1d5e5876f,Wesley Thompson,Other,55+,India,C1024,Design Course 5,Finance,5/29/2023,,In Progress,,7.08,
f789539a-b0f8-467f-86c6-a865cbce4f3e,Stacy Lopez,Female,25-34,Australia,C1029,Design Course 10,Finance,10/14/2024,,In Progress,,15.58,
854f1414-79a7-4d85-9ac6-331470ae8637,Kathryn Molina,Other,18-24,Germany,C1016,Technology Course 7,Technology,9/24/2024,9/29/2024,Completed,5,15.84,68.69
2bd5c76f-3771-4234-aed5-6e12ada0dc08,Maria Nolan,Other,18-24,Australia,C1037,Marketing Course 8,Design,10/13/2023,,In Progress,,25.17,
fa113f96-265c-49cf-b0ea-4409710aa1d4,Cheryl Villarreal,Female,45-54,USA,C1045,Finance Course 6,Business,1/19/2025,3/8/2025,Completed,3,8.76,75.84
e4baca96-7d09-41d9-b2c7-1ce4620ca51e,Christine Downs,Female,18-24,India,C1031,Marketing Course 2,Technology,11/5/2023,12/2/2023,Completed,5,8.25,81.43
97d1e2e8-3057-4ad8-be93-557867f6d6f9,Nicole Mckenzie,Male,35-44,India,C1037,Marketing Course 8,Design,4/7/2024,5/27/2024,Completed,1,14.72,68.8
c90075f9-df0f-491b-bd87-a9e382cd8960,Amy Bradford,Other,55+,Germany,C1011,Technology Course 2,Technology,9/27/2023,11/15/2023,Completed,5,11.06,60.15
91968dc6-736a-48cf-98c8-115a7c0acc26,Brian Huffman,Male,35-44,Canada,C1033,Marketing Course 4,Marketing,6/14/2023,8/7/2023,Completed,3,27.21,77.22
2efb01d4-3c98-4e49-bcaa-42462b566c6f,Lauren Phillips,Male,35-44,India,C1043,Finance Course 4,Marketing,11/20/2024,,Dropped,,4.68,
92eab9f4-9225-4aaa-a174-464814b4a7c9,Craig Martinez,Male,55+,Australia,C1005,Business Course 6,Business,11/11/2023,,Dropped,,1.26,
8ebe826e-ce40-4079-98cb-be9f24bf11d9,Angela Haley,Other,25-34,Canada,C1049,Finance Course 10,Finance,7/21/2023,,In Progress,,2.94,
2786e1cf-6285-4ef2-b1ac-267217bbeeb0,Stephanie Hall,Female,25-34,USA,C1020,Design Course 1,Business,9/26/2024,11/30/2024,Completed,1,6.23,61.64
7283839e-9a36-4062-bbec-7a6a9938bc18,James Mills MD,Male,45-54,USA,C1033,Marketing Course 4,Marketing,6/29/2023,8/16/2023,Completed,5,24.55,64.68
764d5e56-8d30-4d49-9e22-3713463ffe4d,Andrea Price,Male,18-24,USA,C1015,Technology Course 6,Business,5/18/2025,6/11/2025,Completed,5,13.56,60.73
480e04a9-2313-4bb3-bdf9-511a7abccbdd,Roger Rice,Male,18-24,India,C1037,Marketing Course 8,Design,2/9/2025,,Dropped,,1.64,
967ec66c-1f99-4fb3-983a-f3aba17ffc1d,Daniel Pierce,Other,55+,Australia,C1023,Design Course 4,Marketing,3/31/2024,4/16/2024,Completed,5,3.72,84.41
80007880-c380-4c68-a56e-a667a49d0bbb,Julie Schmidt,Male,45-54,India,C1031,Marketing Course 2,Technology,2/7/2025,,In Progress,,15.8,
7f118670-95fe-4364-89c4-c4de7e7cd2d9,Adam Hanson,Female,55+,Germany,C1018,Technology Course 9,Marketing,12/12/2023,2/29/2024,Completed,3,19.93,88.61
4ffcb746-86fb-4f38-b94b-b3a79af757ca,Tracy Lee,Female,25-34,USA,C1042,Finance Course 3,Design,12/3/2023,12/14/2023,Completed,4,4.41,82.9
e94894f6-22f0-4aa9-b695-c6470485a377,Brian Santos,Male,45-54,USA,C1037,Marketing Course 8,Design,2/5/2025,5/1/2025,Completed,5,13.23,73.84
d3a6a6bf-f562-4e44-bce6-0a9f2fbded6e,Carol Sanchez,Female,18-24,USA,C1026,Design Course 7,Technology,4/2/2025,,In Progress,,7.87,
6e9bd248-5566-428d-8b23-9e03a761a6bc,Scott Walker,Other,35-44,USA,C1014,Technology Course 5,Finance,12/29/2024,1/13/2025,Completed,2,7.48,98.19
f3dc5145-5ef0-432f-be89-57a60ab40c40,Thomas Castro,Female,25-34,USA,C1017,Technology Course 8,Design,6/10/2023,8/27/2023,Completed,1,25.73,99.43
c61ffd49-ac1e-4f29-8cc9-64031a92463c,William Davis,Other,35-44,USA,C1039,Marketing Course 10,Finance,6/4/2024,7/10/2024,Completed,5,5.75,93.98
4ee23917-629f-474f-9cd6-227058a06a43,Susan Willis,Female,18-24,UK,C1025,Design Course 6,Business,11/13/2023,,In Progress,,6.24,
3204e4e2-fb79-4211-9450-a44e620d7491,Teresa Wang,Male,25-34,Germany,C1008,Business Course 9,Marketing,4/29/2025,,Dropped,,4.38,
64960159-97c7-48b0-890e-5a41e462f1d7,Heidi Welch,Male,35-44,Australia,C1032,Marketing Course 3,Design,2/23/2024,3/6/2024,Completed,4,19.97,81.4
ef37a5c8-b3f3-4fbb-8ad5-7a76d9660e09,Amanda Mendez,Male,35-44,India,C1023,Design Course 4,Marketing,1/13/2024,3/27/2024,Completed,3,12.34,90.25
de81ce90-dc35-4c2e-85db-d01d0d7fe612,Katherine Pugh MD,Female,55+,USA,C1042,Finance Course 3,Design,1/25/2024,2/10/2024,Completed,2,5.24,65.86
e794c359-4128-483a-a03c-b84c6d2f31ad,Lisa Murphy,Male,45-54,USA,C1001,Business Course 2,Technology,6/29/2024,7/13/2024,Completed,3,12.6,89.29
9c3828ce-9c91-41d5-afe7-aa50c43e3e53,Jacob Davis,Male,45-54,Germany,C1025,Design Course 6,Business,7/10/2024,,In Progress,,2.25,
2da9b8f7-62ed-43f1-85ea-db02e7ec1e1a,Tonya Tapia,Female,25-34,Canada,C1043,Finance Course 4,Marketing,2/25/2025,,Dropped,,2.28,
fadacec5-3e16-4877-bb32-e826ca2a8ebf,Benjamin Blanchard,Male,25-34,USA,C1027,Design Course 8,Design,1/26/2025,,In Progress,,4.93,
8b8949bc-fe81-45d4-9165-0d127dfddb86,Nicholas Jones,Male,45-54,Canada,C1034,Marketing Course 5,Finance,8/24/2023,,In Progress,,3.88,
5550bcb2-4659-4aa2-9f94-f79414551d4f,Lauren Hines,Other,45-54,Australia,C1047,Finance Course 8,Design,2/10/2024,5/8/2024,Completed,5,26.22,66.16
556119d1-e21e-4d0a-85da-65b589f8131e,Carla Clark,Female,25-34,Germany,C1020,Design Course 1,Business,6/22/2024,7/7/2024,Completed,1,13.62,78.74
36567e26-852d-42c1-b3eb-fa402e528090,Diana Gomez,Female,35-44,India,C1000,Business Course 1,Business,9/23/2024,10/1/2024,Completed,5,23.94,76.24
575cdeb5-8fa8-48f8-b4f0-fc5648e9f6c0,John Munoz,Other,18-24,India,C1041,Finance Course 2,Technology,7/4/2023,,In Progress,,4.37,
65eda27c-6062-4cae-9b55-0d21c479d926,Ian Diaz,Male,45-54,Germany,C1026,Design Course 7,Technology,3/23/2025,6/15/2025,Completed,2,1.22,95.65
7a210789-663c-4802-b9fb-c09a0915d0a1,Alexis Ortiz,Other,55+,USA,C1048,Finance Course 9,Marketing,5/18/2024,,In Progress,,28.52,
bfc0b88e-53f3-44f8-923f-cfa3338c5de4,Joann Hanson,Other,25-34,UK,C1003,Business Course 4,Marketing,6/23/2023,8/25/2023,Completed,2,16.28,60.4
6db6e7e7-3cb1-461b-9262-0afc2861a0a3,Jason Johnson,Male,25-34,Germany,C1028,Design Course 9,Marketing,8/5/2023,,Dropped,,1.15,
11fad7cd-4dd9-4b0c-8b3c-1aec58fbbf1e,Katherine Gibbs,Male,18-24,UK,C1030,Marketing Course 1,Business,4/25/2024,,In Progress,,9.41,
cb45c73d-76be-4d69-853e-48d5bffe28a1,Crystal Porter,Male,25-34,Germany,C1028,Design Course 9,Marketing,3/20/2025,,In Progress,,29.09,
e604b821-bed2-45a8-8195-4b56e02d6e3d,Jill Garcia,Other,45-54,Germany,C1038,Marketing Course 9,Marketing,3/13/2024,4/12/2024,Completed,2,10.15,98.06
abf580de-f1fc-4147-ae4c-9977205a24ca,Patrick Rowland,Female,35-44,Canada,C1039,Marketing Course 10,Finance,8/4/2024,,In Progress,,28.11,
5332022c-0a3d-4514-b70c-4ef30af8aaa0,Mrs. Olivia Reyes,Male,55+,Australia,C1042,Finance Course 3,Design,6/21/2024,8/25/2024,Completed,5,12.61,98.53
e4d19b1f-b73e-4bfe-b3a4-57da74ca41d1,Rebecca Lloyd,Male,55+,USA,C1021,Design Course 2,Technology,6/24/2024,9/14/2024,Completed,2,24.06,83.49
8c6e8603-dbd9-4b6c-9b79-fa9cf0651328,Steven Patterson,Female,45-54,UK,C1028,Design Course 9,Marketing,1/26/2024,,In Progress,,3.59,
5ef278fb-ebd9-4c77-ae56-273e8b5ec54c,Mr. Michael Williams,Female,25-34,Germany,C1025,Design Course 6,Business,11/21/2023,2/17/2024,Completed,2,17.02,84.62
32eb39a3-236c-4c29-8257-fd21662a26dd,Diana Turner,Other,18-24,USA,C1012,Technology Course 3,Design,5/24/2023,7/2/2023,Completed,1,8.74,72.72
e5bbc4cf-618f-4707-828f-2c3f43f0a46a,Deborah Smith,Female,35-44,UK,C1030,Marketing Course 1,Business,5/1/2024,6/19/2024,Completed,1,20.02,72.49
12da03cb-03b4-4e9f-be41-9fdb1faa3762,Jason Evans,Female,35-44,Germany,C1018,Technology Course 9,Marketing,11/11/2024,12/9/2024,Completed,1,28.68,72.49
3c71423f-3bb7-474b-9691-57a9c969e7a0,Bradley Rogers,Male,45-54,Canada,C1029,Design Course 10,Finance,12/12/2024,,Dropped,,2.76,
fffc8e12-f824-4848-995d-07cfb81aab3a,Sean Miles,Male,45-54,UK,C1041,Finance Course 2,Technology,12/18/2024,2/21/2025,Completed,2,15.18,94.12
16b195cc-9da4-49af-9ebb-e5064a961c2c,Ryan Levine,Female,18-24,UK,C1046,Finance Course 7,Technology,9/8/2023,10/9/2023,Completed,5,12.68,94.83
a9be5a0e-ef3d-4d8c-ae27-0f0a526f3360,Jose Roberson,Female,55+,Australia,C1021,Design Course 2,Technology,9/2/2023,,In Progress,,4.63,
e67cc6af-ee09-4cc8-a374-4ce553e79a31,Thomas Vaughn,Male,35-44,India,C1017,Technology Course 8,Design,9/8/2023,10/11/2023,Completed,3,18,75.59
d871d878-0723-42bb-9a61-660c83e507e3,Andrew Lee,Other,35-44,Germany,C1025,Design Course 6,Business,12/31/2024,,In Progress,,6.87,
db0d5d4d-3d8b-4341-b7a6-17afa5ec4143,Matthew Wilson,Male,35-44,UK,C1035,Marketing Course 6,Business,3/1/2024,3/26/2024,Completed,4,11.39,99.6
abd171b6-20c4-4fb4-bb61-411310650d34,John Salazar,Male,55+,Germany,C1016,Technology Course 7,Technology,2/12/2024,3/7/2024,Completed,2,4.46,91.66
45ee1197-8d41-49c2-a8ae-2728cc84352d,Kimberly Reeves,Male,55+,USA,C1048,Finance Course 9,Marketing,4/21/2025,5/15/2025,Completed,5,29.87,81.78
a8cf8ced-104f-4da1-a562-f432661b48a9,Juan Pratt,Male,55+,USA,C1041,Finance Course 2,Technology,1/4/2025,,In Progress,,29.69,
9167f73c-76b9-452d-badd-b251bd186eb4,Brandon Woods,Male,55+,Canada,C1012,Technology Course 3,Design,9/25/2023,,In Progress,,20.76,
e5b7b55d-83f9-4bf3-88c5-3d4b531ba7b7,Whitney Kelly DDS,Male,18-24,USA,C1032,Marketing Course 3,Design,4/1/2024,,Dropped,,2.08,
9f228d4b-c143-4995-8ea2-4c5a6afa8799,Vincent Sanchez,Other,18-24,Australia,C1002,Business Course 3,Design,11/23/2023,12/24/2023,Completed,4,17.6,64.32
2595b75b-ca94-479e-8ccc-794f4f4dceab,Dawn Diaz,Other,18-24,Germany,C1047,Finance Course 8,Design,4/6/2025,6/20/2025,Completed,5,14.66,73.62
d29528c0-7f08-4996-b2da-6361795568fc,David Meyers,Male,55+,India,C1002,Business Course 3,Design,10/31/2024,12/20/2024,Completed,1,1.29,73.38
4184e0ae-71b0-443c-826c-cb58bba747f6,Taylor Strickland,Female,25-34,Australia,C1044,Finance Course 5,Finance,7/5/2023,8/12/2023,Completed,5,5.44,65.08
d1b996f7-cf7c-427d-b616-c0e0fb2a506e,Cynthia Baker,Male,45-54,Australia,C1025,Design Course 6,Business,1/26/2025,2/19/2025,Completed,3,16.19,85.64
b019c29a-6021-4e09-8f33-31a98ad18d19,Donald Thomas,Male,45-54,India,C1045,Finance Course 6,Business,4/10/2024,,Dropped,,0.71,
7bbf23eb-5ef5-43cf-9358-648de2744416,Louis Fry,Female,45-54,USA,C1026,Design Course 7,Technology,3/10/2025,6/2/2025,Completed,5,6.72,85.93
5de4be57-4545-4cb1-a9d5-d461d5f6d32d,Christina Stephens,Male,45-54,UK,C1034,Marketing Course 5,Finance,4/4/2025,6/15/2025,Completed,2,24.65,99.01
43373e9b-8d24-4dbc-9264-a729344bfc02,Adam Stanton,Female,18-24,India,C1012,Technology Course 3,Design,6/24/2024,,In Progress,,8.01,
